DepartamentoCodigo;Departamento;MunicipioCodigo;Municipio;Año;IRCArural;Nivel de riesgo rural;cluster
68;Santander;68370;Jordán;2023;97.6;Sanitaryly not feasible;3
68;Santander;68397;La Paz;2023;47.7;High Risk;3
68;Santander;68406;Lebrija;2023;11.3;Low Risk;3
68;Santander;68524;Palmas del Socorro;2021;20.3;Medium Risk;3
68;Santander;68524;Palmas del Socorro;2022;36.8;High Risk;3
68;Santander;68524;Palmas del Socorro;2023;25.2;Medium Risk;3
68;Santander;68547;Piedecuesta;2021;1.1;No Risk;3
68;Santander;68547;Piedecuesta;2022;4.3;No Risk;3
68;Santander;68547;Piedecuesta;2023;1.8;No Risk;3
68;Santander;68615;Rionegro;2022;62.5;High Risk;3
68;Santander;68615;Rionegro;2023;71.7;High Risk;3
68;Santander;68655;Sabana de Torres;2023;30.8;Medium Risk;3
68;Santander;68689;San Vicente de Chucurí;2021;28.9;Medium Risk;3
68;Santander;68689;San Vicente de Chucurí;2022;31.7;Medium Risk;3
68;Santander;68689;San Vicente de Chucurí;2023;38.0;High Risk;3
68;Santander;68770;Suaita;2021;48.6;High Risk;3
68;Santander;68770;Suaita;2022;31.6;Medium Risk;3
68;Santander;68770;Suaita;2023;31.9;Medium Risk;3
68;Santander;68820;Tona;2023;32.3;Medium Risk;3
68;Santander;68872;Villanueva;2022;53.7;High Risk;3
68;Santander;68872;Villanueva;2023;94.6;Sanitaryly not feasible;3
68;Santander;68895;Zapatoca;2023;43.9;High Risk;3
70;Sucre;70001;Sincelejo;2022;0.0;No Risk;3
70;Sucre;70001;Sincelejo;2023;37.5;High Risk;3
70;Sucre;70110;Buenavista;2021;100.0;Sanitaryly not feasible;1
70;Sucre;70110;Buenavista;2023;100.0;Sanitaryly not feasible;1
73;Tolima;73001;Ibagué;2021;49.5;High Risk;3
73;Tolima;73001;Ibagué;2022;56.8;High Risk;3
73;Tolima;73001;Ibagué;2023;50.0;High Risk;3
73;Tolima;73268;Espinal;2021;0.0;No Risk;3
73;Tolima;73268;Espinal;2022;0.0;No Risk;3
73;Tolima;73268;Espinal;2023;0.0;No Risk;3
73;Tolima;73283;Fresno;2022;0.0;No Risk;3
73;Tolima;73347;Herveo;2021;0.0;No Risk;3
73;Tolima;73347;Herveo;2022;0.0;No Risk;3
73;Tolima;73347;Herveo;2023;18.2;Medium Risk;3
73;Tolima;73547;Piedras;2021;1.9;No Risk;3
73;Tolima;73547;Piedras;2023;0.0;No Risk;3
73;Tolima;73678;San Luis;2021;21.6;Medium Risk;3
73;Tolima;73678;San Luis;2023;21.4;Medium Risk;3
76;Valle del Cauca;76001;Santiago de Cali;2021;0.0;No Risk;3
76;Valle del Cauca;76001;Santiago de Cali;2022;0.0;No Risk;3
76;Valle del Cauca;76001;Santiago de Cali;2023;0.0;No Risk;3
76;Valle del Cauca;76020;Alcalá;2021;10.7;Low Risk;3
76;Valle del Cauca;76036;Andalucía;2021;30.7;Medium Risk;3
76;Valle del Cauca;76036;Andalucía;2022;0.0;No Risk;3
76;Valle del Cauca;76036;Andalucía;2023;0.1;No Risk;3
76;Valle del Cauca;76041;Ansermanuevo;2021;0.1;No Risk;3
76;Valle del Cauca;76054;Argelia;2021;30.3;Medium Risk;3
76;Valle del Cauca;76100;Bolívar;2021;22.9;Medium Risk;3
76;Valle del Cauca;76100;Bolívar;2022;0.0;No Risk;3
76;Valle del Cauca;76100;Bolívar;2023;0.0;No Risk;3
76;Valle del Cauca;76109;Buenaventura;2021;3.3;No Risk;3
76;Valle del Cauca;76109;Buenaventura;2022;0.0;No Risk;3
76;Valle del Cauca;76109;Buenaventura;2023;0.8;No Risk;3
76;Valle del Cauca;76113;Bugalagrande;2021;25.9;Medium Risk;3
76;Valle del Cauca;76113;Bugalagrande;2022;28.2;Medium Risk;3
76;Valle del Cauca;76113;Bugalagrande;2023;7.4;Low Risk;3
76;Valle del Cauca;76122;Caicedonia;2021;28.7;Medium Risk;3
76;Valle del Cauca;76122;Caicedonia;2022;0.0;No Risk;3
76;Valle del Cauca;76122;Caicedonia;2023;0.0;No Risk;3
76;Valle del Cauca;76126;Calima;2021;48.6;High Risk;3
76;Valle del Cauca;76126;Calima;2022;89.0;Sanitaryly not feasible;3
76;Valle del Cauca;76126;Calima;2023;85.3;Sanitaryly not feasible;3
76;Valle del Cauca;76130;Candelaria;2021;12.5;Low Risk;3
76;Valle del Cauca;76130;Candelaria;2022;13.7;Low Risk;3
76;Valle del Cauca;76130;Candelaria;2023;11.4;Low Risk;3
76;Valle del Cauca;76233;Dagua;2021;5.9;Low Risk;3
76;Valle del Cauca;76233;Dagua;2022;25.9;Medium Risk;3
76;Valle del Cauca;76233;Dagua;2023;21.3;Medium Risk;3
76;Valle del Cauca;76243;El Águila;2021;0.0;No Risk;3
76;Valle del Cauca;76246;El Cairo;2021;45.3;High Risk;3
76;Valle del Cauca;76248;El Cerrito;2021;0.0;No Risk;3
76;Valle del Cauca;76250;El Dovio;2021;53.9;High Risk;3
76;Valle del Cauca;76275;Florida;2021;0.0;No Risk;3
76;Valle del Cauca;76306;Ginebra;2021;0.0;No Risk;3
76;Valle del Cauca;76306;Ginebra;2022;86.5;Sanitaryly not feasible;3
76;Valle del Cauca;76306;Ginebra;2023;26.8;Medium Risk;3
76;Valle del Cauca;76318;Guacarí;2021;50.9;High Risk;3
76;Valle del Cauca;76318;Guacarí;2022;35.2;High Risk;3
76;Valle del Cauca;76318;Guacarí;2023;43.3;High Risk;3
76;Valle del Cauca;76364;Jamundí;2021;19.7;Medium Risk;3
76;Valle del Cauca;76364;Jamundí;2022;21.8;Medium Risk;3
76;Valle del Cauca;76364;Jamundí;2023;15.9;Medium Risk;3
76;Valle del Cauca;76377;La Cumbre;2021;41.2;High Risk;3
76;Valle del Cauca;76400;La Unión;2021;0.0;No Risk;3
76;Valle del Cauca;76403;La Victoria;2021;28.0;Medium Risk;3
76;Valle del Cauca;76497;Obando;2021;34.5;Medium Risk;3
76;Valle del Cauca;76497;Obando;2022;85.9;Sanitaryly not feasible;3
76;Valle del Cauca;76497;Obando;2023;86.1;Sanitaryly not feasible;3
76;Valle del Cauca;76520;Palmira;2021;4.1;No Risk;3
76;Valle del Cauca;76520;Palmira;2022;8.6;Low Risk;3
76;Valle del Cauca;76520;Palmira;2023;8.3;Low Risk;3
76;Valle del Cauca;76563;Pradera;2021;0.0;No Risk;3
76;Valle del Cauca;76606;Restrepo;2021;57.8;High Risk;3
76;Valle del Cauca;76606;Restrepo;2022;0.0;No Risk;3
76;Valle del Cauca;76606;Restrepo;2023;0.0;No Risk;3
76;Valle del Cauca;76616;Riofrío;2021;43.3;High Risk;3
76;Valle del Cauca;76622;Roldanillo;2021;0.0;No Risk;3
76;Valle del Cauca;76670;San Pedro;2021;59.2;High Risk;3
76;Valle del Cauca;76736;Sevilla;2021;40.5;High Risk;3
76;Valle del Cauca;76823;Toro;2021;0.0;No Risk;3
76;Valle del Cauca;76828;Trujillo;2021;56.5;High Risk;3
76;Valle del Cauca;76834;Tuluá;2021;5.0;No Risk;3
76;Valle del Cauca;76834;Tuluá;2022;3.1;No Risk;3
76;Valle del Cauca;76834;Tuluá;2023;2.4;No Risk;3
76;Valle del Cauca;76863;Versalles;2021;54.2;High Risk;3
76;Valle del Cauca;76890;Yotoco;2021;57.4;High Risk;3
76;Valle del Cauca;76890;Yotoco;2022;39.2;High Risk;3
76;Valle del Cauca;76890;Yotoco;2023;30.6;Medium Risk;3
76;Valle del Cauca;76892;Yumbo;2021;9.8;Low Risk;3
76;Valle del Cauca;76892;Yumbo;2022;0.6;No Risk;3
76;Valle del Cauca;76892;Yumbo;2023;12.6;Low Risk;3
76;Valle del Cauca;76895;Zarzal;2021;9.2;Low Risk;3
76;Valle del Cauca;76895;Zarzal;2022;0.0;No Risk;3
76;Valle del Cauca;76895;Zarzal;2023;0.0;No Risk;3
81;Arauca;81001;Arauca;2021;11.9;Low Risk;3
81;Arauca;81001;Arauca;2022;20.9;Medium Risk;3
81;Arauca;81065;Arauquita;2021;20.5;Medium Risk;3
81;Arauca;81065;Arauquita;2022;26.1;Medium Risk;3
81;Arauca;81065;Arauquita;2023;11.5;Low Risk;3
81;Arauca;81736;Saravena;2021;52.2;High Risk;3
81;Arauca;81736;Saravena;2022;47.8;High Risk;3
81;Arauca;81736;Saravena;2023;15.1;Medium Risk;3
85;Casanare;85001;Yopal;2021;1.8;No Risk;3
85;Casanare;85001;Yopal;2022;1.6;No Risk;3
85;Casanare;85001;Yopal;2023;1.5;No Risk;3
85;Casanare;85125;Hato Corozal;2023;50.2;High Risk;3
85;Casanare;85225;Nunchía;2021;5.4;Low Risk;3
85;Casanare;85225;Nunchía;2022;0.3;No Risk;3
85;Casanare;85225;Nunchía;2023;21.6;Medium Risk;3
85;Casanare;85230;Orocué;2021;21.0;Medium Risk;3
85;Casanare;85230;Orocué;2022;40.1;High Risk;3
85;Casanare;85230;Orocué;2023;26.1;Medium Risk;3
85;Casanare;85300;Sabanalarga;2021;0.9;No Risk;3
85;Casanare;85300;Sabanalarga;2023;27.0;Medium Risk;3
85;Casanare;85325;San Luis de Palenque;2021;14.4;Medium Risk;3
85;Casanare;85325;San Luis de Palenque;2022;6.9;Low Risk;3
85;Casanare;85325;San Luis de Palenque;2023;11.1;Low Risk;3
85;Casanare;85410;Tauramena;2021;22.8;Medium Risk;3
85;Casanare;85410;Tauramena;2022;12.7;Low Risk;3
85;Casanare;85410;Tauramena;2023;26.9;Medium Risk;3
85;Casanare;85430;Trinidad;2023;0.0;No Risk;3
85;Casanare;85440;Villanueva;2021;19.2;Medium Risk;3
85;Casanare;85440;Villanueva;2022;0.0;No Risk;3
85;Casanare;85440;Villanueva;2023;1.2;No Risk;3
86;Putumayo;86001;Mocoa;2021;10.5;Low Risk;3
86;Putumayo;86001;Mocoa;2022;0.0;No Risk;3
86;Putumayo;86001;Mocoa;2023;2.1;No Risk;3
86;Putumayo;86219;Colón;2021;10.5;Low Risk;3
86;Putumayo;86568;Puerto Asís;2021;55.9;High Risk;3
86;Putumayo;86568;Puerto Asís;2022;90.2;Sanitaryly not feasible;3
86;Putumayo;86568;Puerto Asís;2023;69.8;High Risk;3
86;Putumayo;86569;Puerto Caicedo;2021;0.0;No Risk;3
86;Putumayo;86569;Puerto Caicedo;2022;0.0;No Risk;3
86;Putumayo;86569;Puerto Caicedo;2023;2.2;No Risk;3
86;Putumayo;86571;Puerto Guzmán;2021;0.2;No Risk;3
86;Putumayo;86571;Puerto Guzmán;2022;3.9;No Risk;3
86;Putumayo;86571;Puerto Guzmán;2023;5.2;Low Risk;3
86;Putumayo;86573;Puerto Leguízamo;2021;10.5;Low Risk;3
86;Putumayo;86573;Puerto Leguízamo;2022;7.0;Low Risk;3
86;Putumayo;86749;Sibundoy;2021;37.3;High Risk;3
86;Putumayo;86749;Sibundoy;2022;18.9;Medium Risk;3
86;Putumayo;86755;San Francisco;2021;0.0;No Risk;3
86;Putumayo;86757;San Miguel;2022;69.7;High Risk;3
86;Putumayo;86757;San Miguel;2023;97.9;Sanitaryly not feasible;3
88;Archipiélago de San Andrés, Providencia y Santa Catalina;88001;San Andrés;2021;3.7;No Risk;3
88;Archipiélago de San Andrés, Providencia y Santa Catalina;88001;San Andrés;2022;4.4;No Risk;3
88;Archipiélago de San Andrés, Providencia y Santa Catalina;88001;San Andrés;2023;7.4;Low Risk;3
88;Archipiélago de San Andrés, Providencia y Santa Catalina;88564;Providencia;2021;18.2;Medium Risk;3
95;Guaviare;95025;El Retorno;2021;16.7;Medium Risk;3
95;Guaviare;95025;El Retorno;2022;8.4;Low Risk;3
95;Guaviare;95025;El Retorno;2023;3.2;No Risk;3
