DepartamentoCodigo;Departamento;MunicipioCodigo;Municipio;Año;IRCArural;Nivel de riesgo rural
41;Huila;41306;Gigante;2,022;50.4;Alto riesgo
41;Huila;41306;Gigante;2,023;12.3;Bajo riesgo
41;Huila;41349;Hobo;2,022;67.1;Alto riesgo
41;Huila;41349;Hobo;2,023;51.1;Alto riesgo
41;Huila;41359;Isnos;2,022;62.5;Alto riesgo
41;Huila;41359;Isnos;2,023;58.0;Alto riesgo
41;Huila;41378;La Argentina;2,022;59.4;Alto riesgo
41;Huila;41378;La Argentina;2,023;66.8;Alto riesgo
41;Huila;41396;La Plata;2,022;71.0;Alto riesgo
41;Huila;41396;La Plata;2,023;64.0;Alto riesgo
41;Huila;41483;Nátaga;2,022;90.7;Inviable sanitariamente
41;Huila;41483;Nátaga;2,023;57.3;Alto riesgo
41;Huila;41503;Oporapa;2,022;51.0;Alto riesgo
41;Huila;41503;Oporapa;2,023;73.6;Alto riesgo
41;Huila;41518;Paicol;2,022;57.3;Alto riesgo
41;Huila;41518;Paicol;2,023;69.5;Alto riesgo
41;Huila;41524;Palermo;2,022;16.6;Riesgo medio
41;Huila;41524;Palermo;2,023;30.1;Riesgo medio
41;Huila;41530;Palestina;2,021;0.6;Sin riesgo
41;Huila;41530;Palestina;2,022;47.7;Alto riesgo
41;Huila;41530;Palestina;2,023;27.5;Riesgo medio
41;Huila;41548;Pital;2,022;54.5;Alto riesgo
41;Huila;41548;Pital;2,023;63.0;Alto riesgo
41;Huila;41551;Pitalito;2,022;69.8;Alto riesgo
41;Huila;41615;Rivera;2,021;0.0;Sin riesgo
41;Huila;41615;Rivera;2,022;0.0;Sin riesgo
41;Huila;41615;Rivera;2,023;21.3;Riesgo medio
41;Huila;41660;Saladoblanco;2,021;0.0;Sin riesgo
41;Huila;41660;Saladoblanco;2,022;30.9;Riesgo medio
41;Huila;41660;Saladoblanco;2,023;29.2;Riesgo medio
41;Huila;41668;San Agustín;2,022;50.6;Alto riesgo
41;Huila;41668;San Agustín;2,023;36.8;Alto riesgo
41;Huila;41676;Santa María;2,022;89.2;Inviable sanitariamente
41;Huila;41676;Santa María;2,023;60.8;Alto riesgo
41;Huila;41791;Tarqui;2,022;37.7;Alto riesgo
41;Huila;41791;Tarqui;2,023;73.6;Alto riesgo
41;Huila;41797;Tesalia;2,022;36.9;Alto riesgo
41;Huila;41797;Tesalia;2,023;35.2;Alto riesgo
41;Huila;41799;Tello;2,021;0.0;Sin riesgo
41;Huila;41799;Tello;2,022;48.0;Alto riesgo
41;Huila;41799;Tello;2,023;42.3;Alto riesgo
41;Huila;41801;Teruel;2,022;93.0;Inviable sanitariamente
41;Huila;41801;Teruel;2,023;32.5;Riesgo medio
41;Huila;41807;Timaná;2,022;33.4;Riesgo medio
41;Huila;41807;Timaná;2,023;19.9;Riesgo medio
41;Huila;41872;Villavieja;2,022;3.2;Sin riesgo
41;Huila;41872;Villavieja;2,023;0.0;Sin riesgo
44;La Guajira;44001;Riohacha;2,023;47.0;Alto riesgo
44;La Guajira;44035;Albania;2,021;3.6;Sin riesgo
44;La Guajira;44035;Albania;2,022;5.1;Bajo riesgo
44;La Guajira;44035;Albania;2,023;4.0;Sin riesgo
44;La Guajira;44090;Dibulla;2,021;75.4;Alto riesgo
44;La Guajira;44090;Dibulla;2,022;76.7;Alto riesgo
44;La Guajira;44430;Maicao;2,022;26.1;Riesgo medio
44;La Guajira;44430;Maicao;2,023;0.7;Sin riesgo
44;La Guajira;44560;Manaure;2,021;18.6;Riesgo medio
44;La Guajira;44560;Manaure;2,022;12.4;Bajo riesgo
44;La Guajira;44560;Manaure;2,023;24.3;Riesgo medio
47;Magdalena;47001;Santa Marta;2,021;16.5;Riesgo medio
47;Magdalena;47001;Santa Marta;2,022;26.6;Riesgo medio
47;Magdalena;47053;Aracataca;2,022;0.0;Sin riesgo
47;Magdalena;47058;Ariguaní;2,022;23.9;Riesgo medio
47;Magdalena;47058;Ariguaní;2,023;29.7;Riesgo medio
47;Magdalena;47189;Ciénaga;2,021;6.2;Bajo riesgo
47;Magdalena;47189;Ciénaga;2,022;12.5;Bajo riesgo
47;Magdalena;47288;Fundación;2,021;3.1;Sin riesgo
47;Magdalena;47288;Fundación;2,022;0.0;Sin riesgo
47;Magdalena;47288;Fundación;2,023;1.6;Sin riesgo
47;Magdalena;47460;Nueva Granada;2,022;14.8;Riesgo medio
47;Magdalena;47460;Nueva Granada;2,023;37.5;Alto riesgo
47;Magdalena;47570;Puebloviejo;2,021;12.9;Bajo riesgo
47;Magdalena;47570;Puebloviejo;2,022;23.4;Riesgo medio
47;Magdalena;47570;Puebloviejo;2,023;10.0;Bajo riesgo
47;Magdalena;47660;Sabanas de San Ángel;2,023;0.0;Sin riesgo
47;Magdalena;47675;Salamina;2,021;22.2;Riesgo medio
47;Magdalena;47675;Salamina;2,022;10.1;Bajo riesgo
47;Magdalena;47675;Salamina;2,023;3.4;Sin riesgo
47;Magdalena;47692;San Sebastián de Buenavista;2,021;30.6;Riesgo medio
47;Magdalena;47692;San Sebastián de Buenavista;2,022;53.5;Alto riesgo
47;Magdalena;47692;San Sebastián de Buenavista;2,023;7.5;Bajo riesgo
47;Magdalena;47707;Santa Ana;2,023;100.0;Inviable sanitariamente
47;Magdalena;47960;Zapayán;2,023;0.0;Sin riesgo
47;Magdalena;47980;Zona Bananera;2,021;2.7;Sin riesgo
47;Magdalena;47980;Zona Bananera;2,022;0.5;Sin riesgo
47;Magdalena;47980;Zona Bananera;2,023;0.0;Sin riesgo
50;Meta;50001;Villavicencio;2,021;0.0;Sin riesgo
50;Meta;50001;Villavicencio;2,022;0.0;Sin riesgo
50;Meta;50001;Villavicencio;2,023;21.0;Riesgo medio
50;Meta;50006;Acacías;2,021;0.3;Sin riesgo
50;Meta;50006;Acacías;2,022;24.4;Riesgo medio
50;Meta;50006;Acacías;2,023;27.5;Riesgo medio
50;Meta;50110;Barranca de Upía;2,023;0.0;Sin riesgo
50;Meta;50150;Castilla La Nueva;2,021;0.0;Sin riesgo
50;Meta;50150;Castilla La Nueva;2,023;0.0;Sin riesgo
50;Meta;50223;Cubarral;2,023;0.0;Sin riesgo
50;Meta;50251;El Castillo;2,023;0.0;Sin riesgo
50;Meta;50270;El Dorado;2,023;0.0;Sin riesgo
50;Meta;50318;Guamal;2,023;0.0;Sin riesgo
50;Meta;50370;Uribe;2,023;0.0;Sin riesgo
50;Meta;50400;Lejanías;2,023;0.0;Sin riesgo
50;Meta;50606;Restrepo;2,023;0.0;Sin riesgo
50;Meta;50683;San Juan de Arama;2,023;0.0;Sin riesgo
52;Nariño;52001;Pasto;2,021;0.0;Sin riesgo
52;Nariño;52001;Pasto;2,022;0.0;Sin riesgo
52;Nariño;52001;Pasto;2,023;0.0;Sin riesgo
52;Nariño;52019;Albán;2,021;15.1;Riesgo medio
52;Nariño;52019;Albán;2,022;15.4;Riesgo medio
52;Nariño;52019;Albán;2,023;3.8;Sin riesgo
52;Nariño;52022;Aldana;2,021;15.7;Riesgo medio
52;Nariño;52022;Aldana;2,022;18.0;Riesgo medio
52;Nariño;52022;Aldana;2,023;26.4;Riesgo medio
52;Nariño;52036;Ancuya;2,021;61.1;Alto riesgo
52;Nariño;52036;Ancuya;2,022;65.8;Alto riesgo
52;Nariño;52036;Ancuya;2,023;59.0;Alto riesgo
52;Nariño;52051;Arboleda;2,021;72.0;Alto riesgo
52;Nariño;52051;Arboleda;2,022;83.5;Inviable sanitariamente
52;Nariño;52051;Arboleda;2,023;70.5;Alto riesgo
52;Nariño;52207;Consacá;2,022;3.7;Sin riesgo
52;Nariño;52215;Córdoba;2,021;19.0;Riesgo medio
52;Nariño;52215;Córdoba;2,022;24.2;Riesgo medio
52;Nariño;52215;Córdoba;2,023;27.1;Riesgo medio
52;Nariño;52224;Cuaspud Carlosama;2,021;30.6;Riesgo medio
52;Nariño;52224;Cuaspud Carlosama;2,022;24.8;Riesgo medio
52;Nariño;52224;Cuaspud Carlosama;2,023;38.5;Alto riesgo
52;Nariño;52227;Cumbal;2,021;0.0;Sin riesgo
52;Nariño;52227;Cumbal;2,022;6.4;Bajo riesgo
52;Nariño;52227;Cumbal;2,023;10.3;Bajo riesgo
52;Nariño;52233;Cumbitara;2,023;18.4;Riesgo medio
52;Nariño;52240;Chachagüí;2,021;22.2;Riesgo medio
52;Nariño;52240;Chachagüí;2,022;21.8;Riesgo medio
52;Nariño;52240;Chachagüí;2,023;38.7;Alto riesgo
52;Nariño;52254;El Peñol;2,021;13.4;Bajo riesgo
52;Nariño;52254;El Peñol;2,022;35.2;Alto riesgo
52;Nariño;52254;El Peñol;2,023;59.6;Alto riesgo
52;Nariño;52320;Guaitarilla;2,021;52.1;Alto riesgo
52;Nariño;52320;Guaitarilla;2,022;72.1;Alto riesgo
52;Nariño;52320;Guaitarilla;2,023;50.3;Alto riesgo
52;Nariño;52323;Gualmatán;2,021;15.7;Riesgo medio
52;Nariño;52323;Gualmatán;2,022;9.3;Bajo riesgo
52;Nariño;52323;Gualmatán;2,023;8.4;Bajo riesgo
52;Nariño;52354;Imués;2,021;0.0;Sin riesgo
52;Nariño;52356;Ipiales;2,021;60.6;Alto riesgo
52;Nariño;52356;Ipiales;2,022;67.7;Alto riesgo
52;Nariño;52356;Ipiales;2,023;75.4;Alto riesgo
52;Nariño;52381;La Florida;2,021;0.0;Sin riesgo
52;Nariño;52381;La Florida;2,022;9.6;Bajo riesgo
52;Nariño;52381;La Florida;2,023;0.0;Sin riesgo
52;Nariño;52399;La Unión;2,021;58.4;Alto riesgo
52;Nariño;52399;La Unión;2,022;72.4;Alto riesgo
52;Nariño;52399;La Unión;2,023;72.0;Alto riesgo
52;Nariño;52411;Linares;2,021;84.4;Inviable sanitariamente
52;Nariño;52411;Linares;2,022;80.0;Alto riesgo
52;Nariño;52411;Linares;2,023;51.6;Alto riesgo
52;Nariño;52427;Magüí;2,021;84.1;Inviable sanitariamente
52;Nariño;52435;Mallama;2,021;48.4;Alto riesgo
52;Nariño;52435;Mallama;2,022;63.1;Alto riesgo
52;Nariño;52435;Mallama;2,023;16.6;Riesgo medio
52;Nariño;52480;Nariño;2,021;0.0;Sin riesgo
52;Nariño;52480;Nariño;2,022;8.1;Bajo riesgo
52;Nariño;52480;Nariño;2,023;2.4;Sin riesgo
52;Nariño;52612;Ricaurte;2,021;50.1;Alto riesgo
52;Nariño;52612;Ricaurte;2,022;54.5;Alto riesgo
52;Nariño;52612;Ricaurte;2,023;68.7;Alto riesgo
52;Nariño;52678;Samaniego;2,021;72.5;Alto riesgo
52;Nariño;52678;Samaniego;2,022;76.9;Alto riesgo
52;Nariño;52678;Samaniego;2,023;72.6;Alto riesgo
52;Nariño;52683;Sandoná;2,021;3.0;Sin riesgo
52;Nariño;52683;Sandoná;2,022;5.8;Bajo riesgo
52;Nariño;52683;Sandoná;2,023;6.7;Bajo riesgo
52;Nariño;52788;Tangua;2,021;45.7;Alto riesgo
52;Nariño;52788;Tangua;2,022;19.1;Riesgo medio
52;Nariño;52788;Tangua;2,023;46.5;Alto riesgo
52;Nariño;52835;San Andrés de Tumaco;2,021;0.0;Sin riesgo
52;Nariño;52835;San Andrés de Tumaco;2,022;20.1;Riesgo medio
52;Nariño;52835;San Andrés de Tumaco;2,023;13.3;Bajo riesgo
52;Nariño;52885;Yacuanquer;2,021;2.5;Sin riesgo
54;Norte de Santander;54001;San José de Cúcuta;2,021;4.6;Sin riesgo
54;Norte de Santander;54001;San José de Cúcuta;2,022;0.0;Sin riesgo
54;Norte de Santander;54001;San José de Cúcuta;2,023;0.0;Sin riesgo
54;Norte de Santander;54099;Bochalema;2,021;32.1;Riesgo medio
54;Norte de Santander;54109;Bucarasica;2,021;80.0;Alto riesgo
54;Norte de Santander;54109;Bucarasica;2,022;82.3;Inviable sanitariamente
54;Norte de Santander;54109;Bucarasica;2,023;88.5;Inviable sanitariamente
54;Norte de Santander;54128;Cáchira;2,021;9.1;Bajo riesgo
54;Norte de Santander;54128;Cáchira;2,022;17.2;Riesgo medio
54;Norte de Santander;54128;Cáchira;2,023;0.0;Sin riesgo
54;Norte de Santander;54172;Chinácota;2,021;94.1;Inviable sanitariamente
54;Norte de Santander;54172;Chinácota;2,022;87.0;Inviable sanitariamente
54;Norte de Santander;54172;Chinácota;2,023;79.2;Alto riesgo
54;Norte de Santander;54245;El Carmen;2,021;1.5;Sin riesgo
54;Norte de Santander;54245;El Carmen;2,022;5.3;Bajo riesgo
54;Norte de Santander;54261;El Zulia;2,021;79.2;Alto riesgo
54;Norte de Santander;54261;El Zulia;2,022;38.5;Alto riesgo
54;Norte de Santander;54261;El Zulia;2,023;22.4;Riesgo medio
54;Norte de Santander;54344;Hacarí;2,021;91.1;Inviable sanitariamente
54;Norte de Santander;54344;Hacarí;2,022;94.9;Inviable sanitariamente
54;Norte de Santander;54385;La Esperanza;2,021;0.0;Sin riesgo
54;Norte de Santander;54385;La Esperanza;2,022;9.0;Bajo riesgo
54;Norte de Santander;54385;La Esperanza;2,023;22.4;Riesgo medio
54;Norte de Santander;54520;Pamplonita;2,021;0.0;Sin riesgo
54;Norte de Santander;54520;Pamplonita;2,022;9.0;Bajo riesgo
54;Norte de Santander;54520;Pamplonita;2,023;0.0;Sin riesgo
54;Norte de Santander;54673;San Cayetano;2,021;9.2;Bajo riesgo
54;Norte de Santander;54673;San Cayetano;2,022;0.0;Sin riesgo
54;Norte de Santander;54673;San Cayetano;2,023;3.0;Sin riesgo
54;Norte de Santander;54720;Sardinata;2,021;79.2;Alto riesgo
54;Norte de Santander;54720;Sardinata;2,022;82.5;Inviable sanitariamente
54;Norte de Santander;54800;Teorama;2,022;91.1;Inviable sanitariamente
54;Norte de Santander;54820;Toledo;2,021;9.2;Bajo riesgo
54;Norte de Santander;54820;Toledo;2,022;2.2;Sin riesgo
63;Quindío;63001;Armenia;2,021;1.1;Sin riesgo
63;Quindío;63001;Armenia;2,022;3.0;Sin riesgo
63;Quindío;63001;Armenia;2,023;0.4;Sin riesgo
63;Quindío;63130;Calarcá;2,021;0.0;Sin riesgo
63;Quindío;63130;Calarcá;2,022;1.8;Sin riesgo
63;Quindío;63130;Calarcá;2,023;0.0;Sin riesgo
63;Quindío;63401;La Tebaida;2,022;3.3;Sin riesgo
63;Quindío;63401;La Tebaida;2,023;12.9;Bajo riesgo
63;Quindío;63594;Quimbaya;2,021;0.0;Sin riesgo
63;Quindío;63594;Quimbaya;2,022;0.0;Sin riesgo
63;Quindío;63594;Quimbaya;2,023;0.0;Sin riesgo
66;Risaralda;66001;Pereira;2,021;20.1;Riesgo medio
66;Risaralda;66001;Pereira;2,022;23.1;Riesgo medio
66;Risaralda;66001;Pereira;2,023;22.3;Riesgo medio
66;Risaralda;66045;Apía;2,023;71.0;Alto riesgo
66;Risaralda;66075;Balboa;2,021;86.4;Inviable sanitariamente
66;Risaralda;66075;Balboa;2,022;55.2;Alto riesgo
66;Risaralda;66075;Balboa;2,023;69.8;Alto riesgo
66;Risaralda;66088;Belén de Umbría;2,021;18.0;Riesgo medio
66;Risaralda;66088;Belén de Umbría;2,022;11.1;Bajo riesgo
66;Risaralda;66088;Belén de Umbría;2,023;19.2;Riesgo medio
66;Risaralda;66170;Dosquebradas;2,021;61.9;Alto riesgo
66;Risaralda;66170;Dosquebradas;2,022;92.1;Inviable sanitariamente
66;Risaralda;66170;Dosquebradas;2,023;29.9;Riesgo medio
66;Risaralda;66318;Guática;2,021;71.0;Alto riesgo
66;Risaralda;66318;Guática;2,022;71.7;Alto riesgo
66;Risaralda;66318;Guática;2,023;81.2;Inviable sanitariamente
66;Risaralda;66400;La Virginia;2,022;0.0;Sin riesgo
66;Risaralda;66440;Marsella;2,021;3.5;Sin riesgo
66;Risaralda;66440;Marsella;2,022;3.5;Sin riesgo
66;Risaralda;66440;Marsella;2,023;5.4;Bajo riesgo
66;Risaralda;66456;Mistrató;2,021;6.3;Bajo riesgo
66;Risaralda;66456;Mistrató;2,022;0.0;Sin riesgo
66;Risaralda;66456;Mistrató;2,023;5.3;Bajo riesgo
66;Risaralda;66594;Quinchía;2,022;75.5;Alto riesgo
66;Risaralda;66594;Quinchía;2,023;59.1;Alto riesgo
66;Risaralda;66682;Santa Rosa de Cabal;2,021;4.2;Sin riesgo
66;Risaralda;66682;Santa Rosa de Cabal;2,022;0.0;Sin riesgo
66;Risaralda;66682;Santa Rosa de Cabal;2,023;0.0;Sin riesgo
66;Risaralda;66687;Santuario;2,021;56.4;Alto riesgo
66;Risaralda;66687;Santuario;2,022;60.0;Alto riesgo
66;Risaralda;66687;Santuario;2,023;59.1;Alto riesgo
68;Santander;68077;Barbosa;2,021;0.7;Sin riesgo
68;Santander;68077;Barbosa;2,022;20.9;Riesgo medio
68;Santander;68077;Barbosa;2,023;24.4;Riesgo medio
68;Santander;68079;Barichara;2,023;95.5;Inviable sanitariamente
68;Santander;68190;Cimitarra;2,023;7.5;Bajo riesgo
68;Santander;68229;Curití;2,021;0.0;Sin riesgo
68;Santander;68229;Curití;2,022;15.9;Riesgo medio
68;Santander;68229;Curití;2,023;0.0;Sin riesgo
68;Santander;68235;El Carmen de Chucurí;2,021;0.0;Sin riesgo
68;Santander;68235;El Carmen de Chucurí;2,022;56.3;Alto riesgo
68;Santander;68235;El Carmen de Chucurí;2,023;70.4;Alto riesgo
68;Santander;68255;El Playón;2,023;93.9;Inviable sanitariamente
68;Santander;68276;Floridablanca;2,021;0.0;Sin riesgo
68;Santander;68276;Floridablanca;2,023;0.0;Sin riesgo
68;Santander;68307;Girón;2,021;1.4;Sin riesgo
68;Santander;68307;Girón;2,022;0.0;Sin riesgo
68;Santander;68307;Girón;2,023;0.7;Sin riesgo
68;Santander;68370;Jordán;2,022;92.4;Inviable sanitariamente
68;Santander;68370;Jordán;2,023;97.6;Inviable sanitariamente
68;Santander;68397;La Paz;2,023;47.7;Alto riesgo
68;Santander;68406;Lebrija;2,023;11.3;Bajo riesgo
68;Santander;68524;Palmas del Socorro;2,021;20.3;Riesgo medio
68;Santander;68524;Palmas del Socorro;2,022;36.8;Alto riesgo
68;Santander;68524;Palmas del Socorro;2,023;25.2;Riesgo medio
68;Santander;68547;Piedecuesta;2,021;1.1;Sin riesgo
68;Santander;68547;Piedecuesta;2,022;4.3;Sin riesgo
68;Santander;68547;Piedecuesta;2,023;1.8;Sin riesgo
68;Santander;68615;Rionegro;2,022;62.5;Alto riesgo
68;Santander;68615;Rionegro;2,023;71.7;Alto riesgo
68;Santander;68655;Sabana de Torres;2,023;30.8;Riesgo medio
68;Santander;68689;San Vicente de Chucurí;2,021;28.9;Riesgo medio
68;Santander;68689;San Vicente de Chucurí;2,022;31.7;Riesgo medio
68;Santander;68689;San Vicente de Chucurí;2,023;38.0;Alto riesgo
68;Santander;68770;Suaita;2,021;48.6;Alto riesgo
68;Santander;68770;Suaita;2,022;31.6;Riesgo medio
68;Santander;68770;Suaita;2,023;31.9;Riesgo medio
68;Santander;68820;Tona;2,023;32.3;Riesgo medio
68;Santander;68872;Villanueva;2,022;53.7;Alto riesgo
68;Santander;68872;Villanueva;2,023;94.6;Inviable sanitariamente
68;Santander;68895;Zapatoca;2,023;43.9;Alto riesgo
70;Sucre;70001;Sincelejo;2,022;0.0;Sin riesgo
70;Sucre;70001;Sincelejo;2,023;37.5;Alto riesgo
70;Sucre;70110;Buenavista;2,021;100.0;Inviable sanitariamente
70;Sucre;70110;Buenavista;2,023;100.0;Inviable sanitariamente
73;Tolima;73001;Ibagué;2,021;49.5;Alto riesgo
73;Tolima;73001;Ibagué;2,022;56.8;Alto riesgo
73;Tolima;73001;Ibagué;2,023;50.0;Alto riesgo
73;Tolima;73268;Espinal;2,021;0.0;Sin riesgo
73;Tolima;73268;Espinal;2,022;0.0;Sin riesgo
73;Tolima;73268;Espinal;2,023;0.0;Sin riesgo
73;Tolima;73283;Fresno;2,022;0.0;Sin riesgo
73;Tolima;73347;Herveo;2,021;0.0;Sin riesgo
73;Tolima;73347;Herveo;2,022;0.0;Sin riesgo
73;Tolima;73347;Herveo;2,023;18.2;Riesgo medio
73;Tolima;73547;Piedras;2,021;1.9;Sin riesgo
73;Tolima;73547;Piedras;2,023;0.0;Sin riesgo
73;Tolima;73678;San Luis;2,021;21.6;Riesgo medio
73;Tolima;73678;San Luis;2,023;21.4;Riesgo medio
76;Valle del Cauca;76001;Santiago de Cali;2,021;0.0;Sin riesgo
76;Valle del Cauca;76001;Santiago de Cali;2,022;0.0;Sin riesgo
76;Valle del Cauca;76001;Santiago de Cali;2,023;0.0;Sin riesgo
76;Valle del Cauca;76020;Alcalá;2,021;10.7;Bajo riesgo
76;Valle del Cauca;76036;Andalucía;2,021;30.7;Riesgo medio
76;Valle del Cauca;76036;Andalucía;2,022;0.0;Sin riesgo
76;Valle del Cauca;76036;Andalucía;2,023;0.1;Sin riesgo
76;Valle del Cauca;76041;Ansermanuevo;2,021;0.1;Sin riesgo
76;Valle del Cauca;76054;Argelia;2,021;30.3;Riesgo medio
76;Valle del Cauca;76100;Bolívar;2,021;22.9;Riesgo medio
76;Valle del Cauca;76100;Bolívar;2,022;0.0;Sin riesgo
76;Valle del Cauca;76100;Bolívar;2,023;0.0;Sin riesgo
76;Valle del Cauca;76109;Buenaventura;2,021;3.3;Sin riesgo
76;Valle del Cauca;76109;Buenaventura;2,022;0.0;Sin riesgo
76;Valle del Cauca;76109;Buenaventura;2,023;0.8;Sin riesgo
76;Valle del Cauca;76113;Bugalagrande;2,021;25.9;Riesgo medio
76;Valle del Cauca;76113;Bugalagrande;2,022;28.2;Riesgo medio
76;Valle del Cauca;76113;Bugalagrande;2,023;7.4;Bajo riesgo
76;Valle del Cauca;76122;Caicedonia;2,021;28.7;Riesgo medio
76;Valle del Cauca;76122;Caicedonia;2,022;0.0;Sin riesgo
76;Valle del Cauca;76122;Caicedonia;2,023;0.0;Sin riesgo
76;Valle del Cauca;76126;Calima;2,021;48.6;Alto riesgo
76;Valle del Cauca;76126;Calima;2,022;89.0;Inviable sanitariamente
76;Valle del Cauca;76126;Calima;2,023;85.3;Inviable sanitariamente
76;Valle del Cauca;76130;Candelaria;2,021;12.5;Bajo riesgo
76;Valle del Cauca;76130;Candelaria;2,022;13.7;Bajo riesgo
76;Valle del Cauca;76130;Candelaria;2,023;11.4;Bajo riesgo
76;Valle del Cauca;76233;Dagua;2,021;5.9;Bajo riesgo
76;Valle del Cauca;76233;Dagua;2,022;25.9;Riesgo medio
76;Valle del Cauca;76233;Dagua;2,023;21.3;Riesgo medio
76;Valle del Cauca;76243;El Águila;2,021;0.0;Sin riesgo
76;Valle del Cauca;76246;El Cairo;2,021;45.3;Alto riesgo
76;Valle del Cauca;76248;El Cerrito;2,021;0.0;Sin riesgo
76;Valle del Cauca;76250;El Dovio;2,021;53.9;Alto riesgo
76;Valle del Cauca;76275;Florida;2,021;0.0;Sin riesgo
76;Valle del Cauca;76306;Ginebra;2,021;0.0;Sin riesgo
76;Valle del Cauca;76306;Ginebra;2,022;86.5;Inviable sanitariamente
76;Valle del Cauca;76306;Ginebra;2,023;26.8;Riesgo medio
76;Valle del Cauca;76318;Guacarí;2,021;50.9;Alto riesgo
76;Valle del Cauca;76318;Guacarí;2,022;35.2;Alto riesgo
76;Valle del Cauca;76318;Guacarí;2,023;43.3;Alto riesgo
76;Valle del Cauca;76364;Jamundí;2,021;19.7;Riesgo medio
76;Valle del Cauca;76364;Jamundí;2,022;21.8;Riesgo medio
76;Valle del Cauca;76364;Jamundí;2,023;15.9;Riesgo medio
76;Valle del Cauca;76377;La Cumbre;2,021;41.2;Alto riesgo
76;Valle del Cauca;76400;La Unión;2,021;0.0;Sin riesgo
76;Valle del Cauca;76403;La Victoria;2,021;28.0;Riesgo medio
76;Valle del Cauca;76497;Obando;2,021;34.5;Riesgo medio
76;Valle del Cauca;76497;Obando;2,022;85.9;Inviable sanitariamente
76;Valle del Cauca;76497;Obando;2,023;86.1;Inviable sanitariamente
76;Valle del Cauca;76520;Palmira;2,021;4.1;Sin riesgo
76;Valle del Cauca;76520;Palmira;2,022;8.6;Bajo riesgo
76;Valle del Cauca;76520;Palmira;2,023;8.3;Bajo riesgo
76;Valle del Cauca;76563;Pradera;2,021;0.0;Sin riesgo
76;Valle del Cauca;76606;Restrepo;2,021;57.8;Alto riesgo
76;Valle del Cauca;76606;Restrepo;2,022;0.0;Sin riesgo
76;Valle del Cauca;76606;Restrepo;2,023;0.0;Sin riesgo
76;Valle del Cauca;76616;Riofrío;2,021;43.3;Alto riesgo
76;Valle del Cauca;76622;Roldanillo;2,021;0.0;Sin riesgo
76;Valle del Cauca;76670;San Pedro;2,021;59.2;Alto riesgo
76;Valle del Cauca;76736;Sevilla;2,021;40.5;Alto riesgo
76;Valle del Cauca;76823;Toro;2,021;0.0;Sin riesgo
76;Valle del Cauca;76828;Trujillo;2,021;56.5;Alto riesgo
76;Valle del Cauca;76834;Tuluá;2,021;5.0;Sin riesgo
76;Valle del Cauca;76834;Tuluá;2,022;3.1;Sin riesgo
76;Valle del Cauca;76834;Tuluá;2,023;2.4;Sin riesgo
76;Valle del Cauca;76863;Versalles;2,021;54.2;Alto riesgo
76;Valle del Cauca;76890;Yotoco;2,021;57.4;Alto riesgo
76;Valle del Cauca;76890;Yotoco;2,022;39.2;Alto riesgo
76;Valle del Cauca;76890;Yotoco;2,023;30.6;Riesgo medio
76;Valle del Cauca;76892;Yumbo;2,021;9.8;Bajo riesgo
76;Valle del Cauca;76892;Yumbo;2,022;0.6;Sin riesgo
76;Valle del Cauca;76892;Yumbo;2,023;12.6;Bajo riesgo
76;Valle del Cauca;76895;Zarzal;2,021;9.2;Bajo riesgo
76;Valle del Cauca;76895;Zarzal;2,022;0.0;Sin riesgo
76;Valle del Cauca;76895;Zarzal;2,023;0.0;Sin riesgo
81;Arauca;81001;Arauca;2,021;11.9;Bajo riesgo
81;Arauca;81001;Arauca;2,022;20.9;Riesgo medio
81;Arauca;81065;Arauquita;2,021;20.5;Riesgo medio
81;Arauca;81065;Arauquita;2,022;26.1;Riesgo medio
81;Arauca;81065;Arauquita;2,023;11.5;Bajo riesgo
81;Arauca;81736;Saravena;2,021;52.2;Alto riesgo
81;Arauca;81736;Saravena;2,022;47.8;Alto riesgo
81;Arauca;81736;Saravena;2,023;15.1;Riesgo medio
85;Casanare;85001;Yopal;2,021;1.8;Sin riesgo
85;Casanare;85001;Yopal;2,022;1.6;Sin riesgo
85;Casanare;85001;Yopal;2,023;1.5;Sin riesgo
85;Casanare;85125;Hato Corozal;2,023;50.2;Alto riesgo
85;Casanare;85225;Nunchía;2,021;5.4;Bajo riesgo
85;Casanare;85225;Nunchía;2,022;0.3;Sin riesgo
85;Casanare;85225;Nunchía;2,023;21.6;Riesgo medio
85;Casanare;85230;Orocué;2,021;21.0;Riesgo medio
85;Casanare;85230;Orocué;2,022;40.1;Alto riesgo
85;Casanare;85230;Orocué;2,023;26.1;Riesgo medio
85;Casanare;85300;Sabanalarga;2,021;0.9;Sin riesgo
85;Casanare;85300;Sabanalarga;2,023;27.0;Riesgo medio
85;Casanare;85325;San Luis de Palenque;2,021;14.4;Riesgo medio
85;Casanare;85325;San Luis de Palenque;2,022;6.9;Bajo riesgo
85;Casanare;85325;San Luis de Palenque;2,023;11.1;Bajo riesgo
85;Casanare;85410;Tauramena;2,021;22.8;Riesgo medio
85;Casanare;85410;Tauramena;2,022;12.7;Bajo riesgo
85;Casanare;85410;Tauramena;2,023;26.9;Riesgo medio
85;Casanare;85430;Trinidad;2,023;0.0;Sin riesgo
85;Casanare;85440;Villanueva;2,021;19.2;Riesgo medio
85;Casanare;85440;Villanueva;2,022;0.0;Sin riesgo
85;Casanare;85440;Villanueva;2,023;1.2;Sin riesgo
